id,from_id,date,text,post_id,owner_id,parents_stack,thread.count,thread.items,thread.can_post,thread.show_reply_button,thread.groups_can_post,thread.next_from,attachments,attachments_meta.primary_mode,deleted,is_from_post_author,is_negative,bdate,sex,topic,tone,group_id
80057,306186217,1705421884,А зачем их воскрешать? Они до сих пор покупают курсы успешного успеха и бегут за ссылкой в описании чтобы быстрее всех обучиться IT специальности,80056.0,-112289703.0,[],0,[],True,True,True,,,,,,,8.9.1993,2,science,positive,112289703
80061,81435526,1705426258,Далеко,80056.0,-112289703.0,[],0,[],True,True,True,,,,,,,17.11.1996,2,science,positive,112289703
80008,35522115,1705250594,Есть 3е объяснение. Мозги эволюционно уменьшились у этого фрика. А на столе просто череп детёныша и взрослой обезьянки.,80003.0,-112289703.0,[],19,[],True,True,True,next/0//0,,,,,,1.1.1988,2,science,positive,112289703
79973,35522115,1705216757,"Обычный череп обезьяны. А этот фрик верует, что это его предок)",79967.0,-112289703.0,[],30,[],True,True,True,next/0//0,,,,,,1.1.1988,2,science,positive,112289703
79950,56339511,1704872341,"Тот кто смотрит адептов не посмотрят это видео, а те кто смотрит это видео, и на адептов никогда не натыкались",79935.0,-112289703.0,[],0,[],True,True,True,,,,,,,16.8.1993,2,science,positive,112289703
79895,5474405,1704355262,стрёмно выглядит),79892.0,-112289703.0,[],0,[],True,True,True,,,,,,,2.1.1990,2,science,positive,112289703
323576,5474405,1702144733,,323574.0,-25813425.0,[],0,[],True,True,,,"[{'type': 'audio', 'audio': {'artist': 'Vladivostok FM (GTA IV)', 'id': 456244949, 'owner_id': 2000031056, 'title': 'Vladivostok FM (GTA IV)', 'duration': 2930, 'access_key': '7a1c200e6d338585e0', 'ads': {'content_id': '2000031056_456244949', 'duration': '2930', 'account_age_type': '3', 'puid22': '11'}, 'is_explicit': False, 'is_licensed': True, 'url': 'https://cs9-1v4.vkuseraudio.net/s/v1/ac/Fc6GYQYDb4ap77tRRT-4zD0ZBhreKNAZTvKQ_K6y5CYArRJY8UTX5Fp1BCgszfhh0gbOkjwvUjJu-E1weOjukp-7Vk3aelV3Tijtk_wiotrZUdAz5icq2oAgg5TGi8lgiGAMLkveif9uZVrDoR9FE7FhKstknOSy4oYR6TdGuYtN6AU/index.m3u8', 'date': 1702144733, 'album_id': 3, 'genre_id': 1001, 'short_videos_allowed': False, 'stories_allowed': False, 'stories_cover_allowed': False}, 'style': 'compact', 'compact': {'icons': [{'name': 'song_outline'}], 'title': {'text': {'text': 'Vladivostok FM (GTA IV)'}}, 'description': {'text': {'text': 'Vladivostok FM (GTA IV)'}}}}]",grid,,,,2.1.1990,2,art,positive,25813425
79777,20642872,1703725145,спасибо Владимир Георгиевич,79774.0,-112289703.0,[],0,[],True,True,True,,,,,,,20.3.1988,2,science,positive,112289703
368250,10099736,1680375737,Что за яркое пятно рядом с Андромедой?,368234.0,-99353432.0,[],4,[],True,True,,next/0//0,,,,,,6.4.1989,2,science,positive,99353432
368306,12795457,1680387344,"Нет это не так, админ иди..т она намного ближе, и они уже вошли в зонну влияния друг на друга.",368234.0,-99353432.0,[],14,[],True,True,,next/0//0,,,,,,27.5.1989,2,science,positive,99353432
368371,439134794,1680419551,Откуда такие выводы? Откуда такой ракурс?,368234.0,-99353432.0,[],1,[],True,True,,next/0//0,,,,,,11.6.2000,2,science,positive,99353432
368421,56079978,1680426440,Это я фоткал,368234.0,-99353432.0,[],0,[],True,True,,,,,,,,16.4.1991,2,science,positive,99353432
368443,152402327,1680429175,"Реалистичные судя по всему пропорции, а вот масштаб судя по всему 1 к 1000000….
…000000000000000",368234.0,-99353432.0,[],0,[],True,True,,,,,,,,25.10.1994,2,science,positive,99353432
368498,405554467,1680446560,,368234.0,-99353432.0,[],0,[],True,True,,,"[{'type': 'photo', 'photo': {'album_id': -8, 'date': 1680446560, 'id': 457314015, 'owner_id': -99353432, 'access_key': '77904e8680b302ed0a', 'sizes': [{'height': 56, 'type': 's', 'width': 75, 'url': 'https://sun9-43.userapi.com/impg/50RFjcZu85Z7DBpgZ2WE6e1ENnTrY7lakKJIFw/-OKOyO9b7UE.jpg?size=75x56&quality=95&sign=ceaf02ac9edc871ef76ecb8df8bbe6e1&c_uniq_tag=64YD7DJWd-hnqY4YezEExA22TUC6IfRfrsp12IJpybA&type=album'}, {'height': 97, 'type': 'm', 'width': 130, 'url': 'https://sun9-43.userapi.com/impg/50RFjcZu85Z7DBpgZ2WE6e1ENnTrY7lakKJIFw/-OKOyO9b7UE.jpg?size=130x97&quality=95&sign=3a3b18a0bb4f073edf628477bb778f73&c_uniq_tag=gSSwgQ9uQW40bD8q1B2OX5cuqL5z6hu9lZq-dI_Wwzw&type=album'}, {'height': 452, 'type': 'x', 'width': 604, 'url': 'https://sun9-43.userapi.com/impg/50RFjcZu85Z7DBpgZ2WE6e1ENnTrY7lakKJIFw/-OKOyO9b7UE.jpg?size=604x452&quality=95&sign=8eca5937b7280bccceae96891bc80aa8&c_uniq_tag=iquFpJTw9XXHcwkKMbGYYH6pofK-ykVO523iIqFTIb8&type=album'}, {'height': 558, 'type': 'y', 'width': 745, 'url': 'https://sun9-43.userapi.com/impg/50RFjcZu85Z7DBpgZ2WE6e1ENnTrY7lakKJIFw/-OKOyO9b7UE.jpg?size=745x558&quality=95&sign=a96de25006d11056c87e402cccec3002&c_uniq_tag=AisvP7ryJSDBE1he4p_d0Xyb9wyFOgqB-AxMXM1tKSw&type=album'}, {'height': 97, 'type': 'o', 'width': 130, 'url': 'https://sun9-43.userapi.com/impg/50RFjcZu85Z7DBpgZ2WE6e1ENnTrY7lakKJIFw/-OKOyO9b7UE.jpg?size=130x97&quality=95&sign=3a3b18a0bb4f073edf628477bb778f73&c_uniq_tag=gSSwgQ9uQW40bD8q1B2OX5cuqL5z6hu9lZq-dI_Wwzw&type=album'}, {'height': 150, 'type': 'p', 'width': 200, 'url': 'https://sun9-43.userapi.com/impg/50RFjcZu85Z7DBpgZ2WE6e1ENnTrY7lakKJIFw/-OKOyO9b7UE.jpg?size=200x150&quality=95&sign=186cddc4a5bd76394b2e9f1a66c64296&c_uniq_tag=cdky2lpA5jeUXqLvQFeJYvP01DTNLqesM7I9R9gdtnA&type=album'}, {'height': 240, 'type': 'q', 'width': 320, 'url': 'https://sun9-43.userapi.com/impg/50RFjcZu85Z7DBpgZ2WE6e1ENnTrY7lakKJIFw/-OKOyO9b7UE.jpg?size=320x240&quality=95&sign=6660dbdce046903ab900eaa217fcaa08&c_uniq_tag=KH7AFFP9La3oj3CKzMetuca2BYUZwk8659s9ZuPzsYA&type=album'}, {'height': 382, 'type': 'r', 'width': 510, 'url': 'https://sun9-43.userapi.com/impg/50RFjcZu85Z7DBpgZ2WE6e1ENnTrY7lakKJIFw/-OKOyO9b7UE.jpg?size=510x382&quality=95&sign=ab7e14630b0b5c898d1279b5879c476c&c_uniq_tag=sDmtsfYJiISEwDRsIsTNnarAB8hDa-be6HU4Oj6laE4&type=album'}], 'text': '', 'user_id': 405554467, 'web_view_token': 'ff9dcd4ca532849028'}, 'style': 'full'}]",single,,,,14.3.1994,2,science,positive,99353432
368580,376849265,1680457381,"Если они летят на встречу друг к ругу, и собираются пролетать в притирку друг к другу, то наверное, будут времена, когда на небе, на какое то время, появятся ещё пара солнышек.",368234.0,-99353432.0,[],4,[],True,True,,next/0//0,,,,,,24.10.1994,2,science,positive,99353432
368663,223952852,1680505317,"А вы все, ещё меньше, круто да?",368234.0,-99353432.0,[],0,[],True,True,,,"[{'type': 'photo', 'photo': {'album_id': -8, 'date': 1680505317, 'id': 457314021, 'owner_id': -99353432, 'access_key': 'b2463d380be762ecc9', 'sizes': [{'height': 56, 'type': 's', 'width': 75, 'url': 'https://sun9-10.userapi.com/impg/Q5U77F_p1BKElp8sFIa0IqdrTzfyBDrvahoiHg/M3T1bPcSL8M.jpg?size=75x56&quality=95&sign=7413f820b16f670314f24d768f80bc25&c_uniq_tag=uWmOhGCEaTHyxHyAYBolEoKGBP9RJW2aoGzKg748rks&type=album'}, {'height': 96, 'type': 'm', 'width': 130, 'url': 'https://sun9-10.userapi.com/impg/Q5U77F_p1BKElp8sFIa0IqdrTzfyBDrvahoiHg/M3T1bPcSL8M.jpg?size=130x96&quality=95&sign=13535ee8fbae6abe4e152a5557fee343&c_uniq_tag=9K-ny0W1m9d9CW4bavoB42hSuCIvZliSZZz5oN_4agI&type=album'}, {'height': 448, 'type': 'x', 'width': 604, 'url': 'https://sun9-10.userapi.com/impg/Q5U77F_p1BKElp8sFIa0IqdrTzfyBDrvahoiHg/M3T1bPcSL8M.jpg?size=604x448&quality=95&sign=2e608dd3d73698f1227268e2308a95cb&c_uniq_tag=2hdeO-dHlWUiJzW169_KuBAqF6M1IEODhBGf2W0VH3o&type=album'}, {'height': 534, 'type': 'y', 'width': 720, 'url': 'https://sun9-10.userapi.com/impg/Q5U77F_p1BKElp8sFIa0IqdrTzfyBDrvahoiHg/M3T1bPcSL8M.jpg?size=720x534&quality=95&sign=b100586a762c29afc7f92cb9fa32c9a6&c_uniq_tag=11MVBa7cKPRagrKP6jS2x6JSfqNuhXy_t5Olze-zllc&type=album'}, {'height': 96, 'type': 'o', 'width': 130, 'url': 'https://sun9-10.userapi.com/impg/Q5U77F_p1BKElp8sFIa0IqdrTzfyBDrvahoiHg/M3T1bPcSL8M.jpg?size=130x96&quality=95&sign=13535ee8fbae6abe4e152a5557fee343&c_uniq_tag=9K-ny0W1m9d9CW4bavoB42hSuCIvZliSZZz5oN_4agI&type=album'}, {'height': 148, 'type': 'p', 'width': 200, 'url': 'https://sun9-10.userapi.com/impg/Q5U77F_p1BKElp8sFIa0IqdrTzfyBDrvahoiHg/M3T1bPcSL8M.jpg?size=200x148&quality=95&sign=d3acda90295f09d330a784efd1f53f64&c_uniq_tag=DvZ0MwkSALY-bxnX-k33SAeN28JgPweQ4yuqHjy_Hn0&type=album'}, {'height': 237, 'type': 'q', 'width': 320, 'url': 'https://sun9-10.userapi.com/impg/Q5U77F_p1BKElp8sFIa0IqdrTzfyBDrvahoiHg/M3T1bPcSL8M.jpg?size=320x237&quality=95&sign=12c6ec2f13031382d06f33c7e5e3c84b&c_uniq_tag=GGbqVyG9JmhIqIMj59OMkXxRwyPR5tMUU10kDxjrW9Y&type=album'}, {'height': 378, 'type': 'r', 'width': 510, 'url': 'https://sun9-10.userapi.com/impg/Q5U77F_p1BKElp8sFIa0IqdrTzfyBDrvahoiHg/M3T1bPcSL8M.jpg?size=510x378&quality=95&sign=f5f984a5b8d1da0dc6747da7a902c70c&c_uniq_tag=Lk14X-kk34c1EAvARNacIIUr6A7qcyTfjeUlyy8lQOo&type=album'}], 'text': '', 'user_id': 223952852, 'web_view_token': '1b39d9719df7838cfe'}, 'style': 'full'}]",single,,,,23.9.1997,2,science,positive,99353432
368899,470682090,1680629550,На сколько я не ошибаюсь в размерах Андромеда по больше будет,368234.0,-99353432.0,[],0,[],True,True,,,,,,,,27.12.2004,2,science,positive,99353432
368936,58042990,1680658747,Так далеки. Так близки. И С ОГРОМНОЙ ВЕРОЯТНОСТЬЮ смотрят разумные существа друг на друга через пустоту космоса и думают есть ли там жизнь.,368234.0,-99353432.0,[],0,[],True,True,,,,,,,,18.5.1992,2,science,positive,99353432
369211,663460988,1680774903,Не так уж и далеко),368234.0,-99353432.0,[],0,[],True,True,,,,,,,,12.5.1988,2,science,positive,99353432
369229,751050188,1680786181,"Землю то нормально сфоткать не могут, а тут ага )",368234.0,-99353432.0,[],8,[],True,True,,next/0//0,,,,,,28.1.2000,2,science,positive,99353432
369374,240627426,1680848049,"диванные эксперты, ваш выход)",368234.0,-99353432.0,[],0,[],True,True,,,,,,,,1.5.1996,2,science,positive,99353432
369688,23658490,1680901691,Как проверить?,368234.0,-99353432.0,[],2,[],True,True,,next/0//0,,,,,,9.9.1989,2,science,positive,99353432
369715,380411552,1680926601,"Мы в масштабах галактики: пыль
Галактики в масштабе вселенной: пыль
Добро пожаловать в квантовый мир ✌️",368234.0,-99353432.0,[],1,[],True,True,,next/0//0,,,,,,6.6.1999,2,science,positive,99353432
380538,192726165,1684946845,В галактике есть кое что и поважнее.,368234.0,-99353432.0,[],0,[],True,True,,,"[{'type': 'video', 'video': {'response_type': 'full', 'access_key': '017a76e5f26567c35d', 'can_comment': 1, 'can_like': 1, 'can_repost': 1, 'can_subscribe': 1, 'can_add_to_faves': 1, 'can_add': 1, 'comments': 3, 'date': 1684945228, 'description': '', 'duration': 1393, 'photo_130': 'https://sun9-31.userapi.com/impf/LYJQbB1ghzUDLgkPDMBHTxU2ukh8X0S_5fgLxQ/2D3Nl2dtZMA.jpg?size=130x96&quality=96&keep_aspect_ratio=1&background=000000&sign=4637c7220f1c0a319740e1122359d7f9&c_uniq_tag=4JMxEPMGaXGc5CwHTvvf_Gh4S_iFzNiuJ8AZdJYDTXY&type=video_thumb', 'photo_320': 'https://sun9-31.userapi.com/impf/LYJQbB1ghzUDLgkPDMBHTxU2ukh8X0S_5fgLxQ/2D3Nl2dtZMA.jpg?size=320x240&quality=96&keep_aspect_ratio=1&background=000000&sign=e0564748a28cb8afe9b902498df419d0&c_uniq_tag=E66gyw7rlYUsLRpk3UiRhUZOQabldlctTU78a6KWnbU&type=video_thumb', 'photo_800': 'https://sun9-31.userapi.com/impf/LYJQbB1ghzUDLgkPDMBHTxU2ukh8X0S_5fgLxQ/2D3Nl2dtZMA.jpg?size=800x450&quality=96&keep_aspect_ratio=1&background=000000&sign=72fe34f6fcdb8a785478c80210dbfeb8&c_uniq_tag=B82dvRooXgSxi-0QvfQpUIFb4QHzIBzU1TAzm2u0cxM&type=video_thumb', 'photo_1280': 'https://sun9-31.userapi.com/impf/LYJQbB1ghzUDLgkPDMBHTxU2ukh8X0S_5fgLxQ/2D3Nl2dtZMA.jpg?size=1280x720&quality=96&sign=992e35e958c6edaedf302f96ae85ee10&c_uniq_tag=JwKkjS21vOPIMA39sPMonVP3oHdUclJuiTieS7odw1Q&type=video_thumb', 'first_frame_130': 'https://i.mycdn.me/getVideoPreview?id=854005648080&idx=0&type=39&tkn=nLR9IRP4vi89KuRRFDwQy2cclzE&fn=vid_sm', 'first_frame_160': 'https://i.mycdn.me/getVideoPreview?id=854005648080&idx=0&type=39&tkn=nLR9IRP4vi89KuRRFDwQy2cclzE&fn=vid_d', 'first_frame_320': 'https://i.mycdn.me/getVideoPreview?id=854005648080&idx=0&type=39&tkn=nLR9IRP4vi89KuRRFDwQy2cclzE&fn=vid_md', 'first_frame_800': 'https://i.mycdn.me/getVideoPreview?id=854005648080&idx=0&type=39&tkn=nLR9IRP4vi89KuRRFDwQy2cclzE&fn=vid_f', 'first_frame_1280': 'https://i.mycdn.me/getVideoPreview?id=854005648080&idx=0&type=39&tkn=nLR9IRP4vi89KuRRFDwQy2cclzE&fn=vid_w', 'width': 1920, 'height': 1080, 'id': 456241555, 'owner_id': 192726165, 'title': 'Какую женщину надо выбрать что бы в науке пойти по карьере вверх.', 'is_favorite': False, 'track_code': 'video_c7d93901tAqqF-s6T6HiRyZKZBSL7nMShIXoyoCyVzK5z0E7TPuCKq8d61JOr-NEIC1QIb3cRyOxsN3O99M7XrnfbAJ1yA', 'views': 3389, 'local_views': 3389, 'can_dislike': 1}, 'style': 'full'}]",,,,,21.9.1995,2,science,positive,99353432
386024,576358000,1687336959,"Вся история обман
https://t.me/secretsoffsp",368234.0,-99353432.0,[],0,[],True,True,,,,,,,,1.6.2000,1,science,positive,99353432
416274,448601941,1705417076,"Протон-М лучше во всём, хоть и старше.",416251.0,-99353432.0,[],0,[],True,True,,,,,,,,17.9.1997,2,science,positive,99353432
416246,90272309,1705404188,"Вот и стало обручальным 
Нам Садовое кольцо.
=)",416239.0,-99353432.0,[],0,[],True,True,,,,,,,,5.1.1995,2,science,positive,99353432
416176,735333420,1705350836,Сейчас доэкспериментируются и у них планета схлопнется.,416175.0,-99353432.0,[],1,[],True,True,,next/0//0,,,,,,13.10.1992,2,science,positive,99353432
415103,735333420,1704812539,Он там! Я нашел его! Он тут как точка выглядит.,415101.0,-99353432.0,[],0,[],True,True,,,,,,,,13.10.1992,2,science,positive,99353432
415107,415806117,1704815102,Масляное пятно. Так и хочется съесть с блином,415101.0,-99353432.0,[],0,[],True,True,,,,,,,,11.6.2000,2,science,positive,99353432
415139,745698942,1704823193,Желток 😀,415101.0,-99353432.0,[],0,[],True,True,,,,,,,,19.7.1993,1,science,positive,99353432
